0;1005;0;900;567;21;141;0;210;1;0;0;60;10000;0;0;406038;980;962;95;443;357;835;673;1022;-1459;-275;10129;8;227;-1223;
0;1005;0;900;567;21;141;0;210;1;0;0;60;10000;0;0;406048;1001;957;105;449;347;832;680;1005;-1469;-315;10276;-30;211;-1236;
0;1005;0;900;567;21;140;0;210;1;0;0;60;10000;0;0;406059;997;951;101;444;347;842;681;1013;-1478;-287;10229;-5;233;-1185;
0;1005;0;900;567;21;140;0;210;1;0;0;60;10000;0;0;406069;986;955;106;445;356;821;670;1023;-1474;-277;10269;-36;220;-1268;
0;1004;0;900;567;21;140;0;212;1;0;0;60;10000;0;0;406079;981;960;101;442;344;842;665;1015;-1467;-235;10350;-34;208;-1268;
0;1004;0;900;567;21;140;0;212;1;0;0;60;10000;0;0;406089;986;957;104;445;350;821;682;1019;-1443;-286;10376;-34;210;-1283;
0;1004;0;900;567;21;140;0;212;1;0;0;60;10000;0;0;406100;980;962;112;442;357;827;672;1022;-1453;-277;10321;-32;209;-1225;
0;1004;0;900;567;21;140;0;212;1;0;0;60;10000;0;0;406110;973;948;101;438;347;842;673;1013;-1417;-273;10269;11;268;-1265;
0;1004;0;900;567;21;140;0;212;1;0;0;60;10000;0;0;406119;1000;949;97;448;346;823;680;1005;-1410;-208;10181;3;250;-1263;
0;1005;0;900;567;21;141;0;208;1;0;0;60;10000;0;0;406129;980;962;94;442;343;825;673;1023;-1400;-238;10167;-12;216;-1214;
0;1005;0;900;567;21;141;0;208;1;0;0;60;10000;0;0;406139;993;951;109;448;347;834;682;1005;-1430;-233;10186;-8;217;-1178;
0;1004;0;900;567;21;141;0;208;1;0;0;60;10000;0;0;406150;990;969;106;453;351;821;670;1019;-1445;-239;10217;-21;171;-1191;
0;1004;0;900;567;21;141;0;208;1;0;0;60;10000;0;0;406159;1002;959;104;444;350;823;682;1019;-1445;-246;10221;-39;222;-1239;
